"";"study";"condition_arm1";"condition_arm2";"multi_arm1";"multi_arm2";"outcome_type";"instrument";"rating";"mean_arm1";"sd_arm1";"n_arm1";"mean_arm2";"sd_arm2";"n_arm2";"mean_change_arm1";"mean_change_arm2";"sd_change_arm1";"sd_change_arm2";"n_change_arm1";"n_change_arm2";"dich_paper";"event_arm1";"event_arm2";"totaln_arm1";"totaln_arm2";"precalc_g";"precalc_g_se";"precalc_log_rr";"precalc_log_rr_se";"other_stat";"bl_mean_arm1";"bl_sd_arm1";"bl_n_arm1";"bl_mean_arm2";"bl_sd_arm2";"bl_n_arm2";"rand_arm1";"rand_arm2";"attr_arm1";"attr_arm2";"year";"time_weeks";"time";"comorbid_mental";"format";"format_details";"n_sessions_arm1";"country";"age_group";"mean_age";"percent_women";"recruitment";"target_group";"rob";"rob_domain1";"rob_domain2";"rob_domain3";"rob_domain4";"rob_domain5";".id";".g";".g_se";"notes";"full_ref"
"198";"Mörtberg, 2007";"cbt";"cau";"cbt (ind)";"wlc";"msd";"LSAS-SR";"self-report";51,3;27,9;32;65,5;25,7;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81,8;21,1;32;71,8;23,5;33;"32";"33";"4";"15";2007;17,33;"post";"n";"ind";"ind";"16";"Europe";"adul";"34.6";0,63;"com";"adul";"High";"Low";"Low";"High";"Low";"Some concerns";"Mörtberg_2007_msd_LSAS-SR_post_NA_self-report_cbt_cau_cbt(ind)_wlc";0,523417993219012;0,252411883243122;NA;"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x "
"199";"Mörtberg, 2007";"cbt";"cau";"cbt (grp)";"wlc";"msd";"SIAS";"self-report";36,7;14,7;35;40,8;17,6;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44,5;16,1;35;46,5;14,4;33;"35";"33";"9";"15";2007;17,33;"post";"n";"grp";"grp";"16";"Europe";"adul";"34.6";0,63;"com";"adul";"High";"Low";"Low";"High";"Low";"Some concerns";"Mörtberg_2007_msd_SIAS_post_NA_self-report_cbt_cau_cbt(grp)_wlc";0,250646029093864;0,243612638134424;NA;"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x "
"200";"Mörtberg, 2007";"cbt";"cau";"cbt (ind)";"wlc";"msd";"SIAS";"self-report";37,8;17,7;32;40,8;17,6;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;51,6;15,5;32;46,5;14,4;33;"32";"33";"4";"15";2007;17,33;"post";"n";"ind";"ind";"16";"Europe";"adul";"34.6";0,63;"com";"adul";"High";"Low";"Low";"High";"Low";"Some concerns";"Mörtberg_2007_msd_SIAS_post_NA_self-report_cbt_cau_cbt(ind)_wlc";0,167947015625973;0,248546337963918;NA;"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x "
"201";"Mörtberg, 2007";"cbt";"cau";"cbt (grp)";"wlc";"msd";"SPS";"self-report";27,7;11,5;35;28,1;17,9;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36,5;13,8;35;35,8;16,1;33;"35";"33";"9";"15";2007;17,33;"post";"n";"grp";"grp";"16";"Europe";"adul";"34.6";0,63;"com";"adul";"High";"Low";"Low";"High";"Low";"Some concerns";"Mörtberg_2007_msd_SPS_post_NA_self-report_cbt_cau_cbt(grp)_wlc";0,0264520382968214;0,242651443880848;NA;"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x "
"202";"Mörtberg, 2007";"cbt";"cau";"cbt (ind)";"wlc";"msd";"SPS";"self-report";21,5;13,8;32;28,1;17,9;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37,9;12,5;32;35,8;16,1;33;"32";"33";"4";"15";2007;17,33;"post";"n";"ind";"ind";"16";"Europe";"adul";"34.6";0,63;"com";"adul";"High";"Low";"Low";"High";"Low";"Some concerns";"Mörtberg_2007_msd_SPS_post_NA_self-report_cbt_cau_cbt(ind)_wlc";0,407206810291791;0,25071815774633;NA;"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x "
"203";"Mörtberg, 2007";"cbt";"cau";"cbt (grp)";"wlc";"msd";"SPWSS";"self-report";4;1,9;35;3,7;2,2;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,9;1,4;35;4,6;2,1;33;"35";"33";"9";"15";2007;17,33;"post";"n";"grp";"grp";"16";"Europe";"adul";"34.6";0,63;"com";"adul";"High";"Low";"Low";"High";"Low";"Some concerns";"Mörtberg_2007_msd_SPWSS_post_NA_self-report_cbt_cau_cbt(grp)_wlc";-0,144605711626126;0,242964572579996;NA;"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x "
"204";"Mörtberg, 2007";"cbt";"cau";"cbt (ind)";"wlc";"msd";"SPWSS";"self-report";2,7;2,3;32;3,7;2,2;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,4;1,7;32;4,6;2,1;33;"32";"33";"4";"15";2007;17,33;"post";"n";"ind";"ind";"16";"Europe";"adul";"34.6";0,63;"com";"adul";"High";"Low";"Low";"High";"Low";"Some concerns";"Mörtberg_2007_msd_SPWSS_post_NA_self-report_cbt_cau_cbt(ind)_wlc";0,439178835861169;0,251143027253013;NA;"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x "
"205";"Mulkens, 2001";"Other psy";"wlc";NA;NA;"msd";"BRC";"self-report";1,56;0,55;12;2,22;0,4;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,96;0,42;12;2,24;0,41;14;"14";"17";"2";"3";2001;6;"post";"n";"ind";"ind";"6";"Europe";"adul";"NR";0,774;"com";"adul";"High";"Some concerns";"High";"Some concerns";"Low";"Some concerns";"Mulkens_2001_msd_BRC_post_NA_self-report_otherpsy_wlc_NA_NA";1,34652838986321;0,438110758039526;NA;"Mulkens, S., Bögels, S. M., de Jong, P. J., & Louwers, J. (2001). Fear of blushing: effects of task concentration training versus exposure in vivo on fear and physiology. J Anxiety Disord, 15(5), 413-432. https://doi.org/10.1016/s0887-6185(01)00073-1 "
"206";"Mulkens, 2001";"Other psy";"wlc";NA;NA;"msd";"BTS-Q";"self-report";42,64;20,28;12;56,44;20,18;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60,74;12,78;12;63,11;19,18;14;"14";"17";"2";"3";2001;6;"post";"n";"ind";"ind";"6";"Europe";"adul";"NR";0,774;"com";"adul";"High";"Some concerns";"High";"Some concerns";"Low";"Some concerns";"Mulkens_2001_msd_BTS-Q_post_NA_self-report_otherpsy_wlc_NA_NA";0,660747557546267;0,404616240419662;NA;"Mulkens, S., Bögels, S. M., de Jong, P. J., & Louwers, J. (2001). Fear of blushing: effects of task concentration training versus exposure in vivo on fear and physiology. J Anxiety Disord, 15(5), 413-432. https://doi.org/10.1016/s0887-6185(01)00073-1 "
"207";"Newman, 1994";"Exposure";"wlc";NA;NA;"msd";"PRCS";"self-report";12,5;7,84;16;20,44;7,93;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,75;4,36;16;22,13;4,57;16;"18";"18";"2";"1";1994;10;"post";"n";"grp";"grp";"8";"North America";"adul";"46.57";0,5;"com";"adul";"High";"Some concerns";"High";"Some concerns";"Low";"Some concerns";"Newman_1994_msd_PRCS_post_NA_self-report_Exposure_wlc_NA_NA";0,981573353400728;0,375290849046818;NA;"Newman, M. G., Hofmann, S. G., Trabert, W., Roth, W. T., & Taylor, C. B. (1994). Does behavioral treatment of social phobia lead to cognitive changes? Behav Ther, 25(3), 503-517. https://doi.org/https://doi.org/10.1016/S0005-7894(05)80160-1 "
"208";"Newman, 1994";"Exposure";"wlc";NA;NA;"msd";"SADS";"self-report";10,1;8,5;14;13;9,1;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,4;8,6;14;12,6;9,3;13;"18";"18";"2";"1";1994;10;"post";"n";"grp";"grp";"8";"North America";"adul";"46.57";0,5;"com";"adul";"High";"Some concerns";"High";"Some concerns";"Low";"Some concerns";"Newman_1994_msd_SADS_post_NA_self-report_Exposure_wlc_NA_NA";0,319809590868014;0,387770442122526;NA;"Newman, M. G., Hofmann, S. G., Trabert, W., Roth, W. T., & Taylor, C. B. (1994). Does behavioral treatment of social phobia lead to cognitive changes? Behav Ther, 25(3), 503-517. https://doi.org/https://doi.org/10.1016/S0005-7894(05)80160-1 "
"209";"Newman, 1994";"Exposure";"wlc";NA;NA;"msd";"SPAI";"self-report";55,94;27,44;15;77,56;31,45;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69,51;25,81;15;74,52;28,32;12;"18";"18";"2";"1";1994;10;"post";"n";"grp";"grp";"8";"North America";"adul";"46.57";0,5;"com";"adul";"High";"Some concerns";"High";"Some concerns";"Low";"Some concerns";"Newman_1994_msd_SPAI_post_NA_self-report_Exposure_wlc_NA_NA";0,71620445366976;0,400127503920427;NA;"Newman, M. G., Hofmann, S. G., Trabert, W., Roth, W. T., & Taylor, C. B. (1994). Does behavioral treatment of social phobia lead to cognitive changes? Behav Ther, 25(3), 503-517. https://doi.org/https://doi.org/10.1016/S0005-7894(05)80160-1 "
"210";"Newman, 1994";"Exposure";"wlc";NA;NA;"msd";"STAI-state";"self-report";36,2;9,5;16;42;12,7;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;42,9;12,4;16;45,8;13,5;14;"18";"18";"2";"1";1994;10;"post";"n";"grp";"grp";"8";"North America";"adul";"46.57";0,5;"com";"adul";"High";"Some concerns";"High";"Some concerns";"Low";"Some concerns";"Newman_1994_msd_STAIstate_post_NA_self-report_Exposure_wlc_NA_NA";0,508353141134954;0,372126623406751;NA;"Newman, M. G., Hofmann, S. G., Trabert, W., Roth, W. T., & Taylor, C. B. (1994). Does behavioral treatment of social phobia lead to cognitive changes? Behav Ther, 25(3), 503-517. https://doi.org/https://doi.org/10.1016/S0005-7894(05)80160-1 "
"211";"Newman, 1994";"Exposure";"wlc";NA;NA;"msd";"STAI-trait";"self-report";36,2;7,9;14;42,8;9,6;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;39,1;9,5;14;41,4;8,8;13;"18";"18";"2";"1";1994;10;"post";"n";"grp";"grp";"8";"North America";"adul";"46.57";0,5;"com";"adul";"High";"Some concerns";"High";"Some concerns";"Low";"Some concerns";"Newman_1994_msd_STAItrait_post_NA_self-report_Exposure_wlc_NA_NA";0,730820304796771;0,398585230769981;NA;"Newman, M. G., Hofmann, S. G., Trabert, W., Roth, W. T., & Taylor, C. B. (1994). Does behavioral treatment of social phobia lead to cognitive changes? Behav Ther, 25(3), 503-517. https://doi.org/https://doi.org/10.1016/S0005-7894(05)80160-1 "
"212";"Nilsson, 2012";"Other psy";"other ctr";NA;NA;"msd";"FNE";"self-report";13,43;10,05;7;22,71;4,79;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,71;6,02;7;22,14;5,01;7;"7";"7";"0";"0";2012;1;"post";"n";"ind";"ind";"1";"Europe";"adul";"33.5";0,43;"com";"adul";"Some concerns";"Some concerns";"Low";"Low";"Low";"Some concerns";"Nilsson_2012_msd_FNE_post_NA_self-report_otherpsy_otherctr_NA_NA";1,10357151874761;0,57908810328425;NA;"Nilsson, J. E., Lundh, L. G., & Viborg, G. (2012). Imagery rescripting of early memories in social anxiety disorder: an experimental study. Behav Res Ther, 50(6), 387-392. https://doi.org/10.1016/j.brat.2012.03.004 "
"213";"Nilsson, 2012";"Other psy";"other ctr";NA;NA;"msd";"SIAS";"self-report";27,14;19,23;7;37,14;11,51;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36,71;21,96;7;36,86;12,03;7;"7";"7";"0";"0";2012;1;"post";"n";"ind";"ind";"1";"Europe";"adul";"33.5";0,43;"com";"adul";"Some concerns";"Some concerns";"Low";"Low";"Low";"Some concerns";"Nilsson_2012_msd_SIAS_post_NA_self-report_otherpsy_otherctr_NA_NA";0,590744789673202;0,547663538166494;NA;"Nilsson, J. E., Lundh, L. G., & Viborg, G. (2012). Imagery rescripting of early memories in social anxiety disorder: an experimental study. Behav Res Ther, 50(6), 387-392. https://doi.org/10.1016/j.brat.2012.03.004 "
"214";"Olivares-Olivares, 2016";"cbt";"wlc";"cbt";"wlc";"msd";"PRCS";"self-report";1,7;1,51;30;8,07;1,48;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,07;2,3;30;7,53;1,7;30;"30";"30";"0";NA;2016;12;"post";"n";"grp";"grp";"12";"Europe";"yadul";"19.899999999999999";0,626;"com";"stud/oth";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Olivares-Olivares_2016_msd_PRCS_post_NA_self-report_cbt_wlc_cbt_wlc";4,20532192725452;0,466843853005627;NA;"Olivares-Olivares, P. J., Olivares, J., Macia, D., Macia, A., & Montesinos, L. (2016). Community versus clinical cognitive-behavioral intervention in young-adult Spanish population with generalized social phobia. Terapia psicologica, 34(1), 23‐30. https://doi.org/10.4067/S0718-48082016000100003 "
"215";"Olivares-Olivares, 2016";"Other psy";"wlc";"other psy";"wlc";"msd";"PRCS";"self-report";2;1,79;31;8,07;1,48;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,71;1,9;31;7,53;1,7;30;"31";"30";"0";NA;2016;12;"post";"n";"Mixed/oth";"ind + grp";"26";"Europe";"yadul";"19.899999999999999";0,626;"com";"stud/oth";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Olivares-Olivares_2016_msd_PRCS_post_NA_self-report_otherpsy_wlc_otherpsy_wlc";3,64298768384149;0,420956694715432;NA;"Olivares-Olivares, P. J., Olivares, J., Macia, D., Macia, A., & Montesinos, L. (2016). Community versus clinical cognitive-behavioral intervention in young-adult Spanish population with generalized social phobia. Terapia psicologica, 34(1), 23‐30. https://doi.org/10.4067/S0718-48082016000100003 "
"216";"Oosterbaan, 2001";"cbt";"other ctr";NA;NA;"msd";"ADS-anxiety";"cr";15,9;6,6;24;18,4;7,9;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29,1;4,5;24;29,8;6,3;19;"28";"27";"4";"8";2001;15;"post";"n";"ind";"ind";"12";"Europe";"adul";"37";0,42;"clin";"adul";"High";"Some concerns";"Some concerns";"Some concerns";"Low";"Some concerns";"Oosterbaan_2001_msd_ADS-anx_post_NA_cr_cbt_otherctr_NA_NA";0,340846062325554;0,309354590810597;NA;"Oosterbaan, D., Balkom, A., Spinhoven, P., Oppen, P., & van Dyck, R. (2001). Cognitive Therapy Versus Moclobemide in Social Phobia: A Controlled Study. Clinical psychology & psychotherapy, 8, 263-273. https://doi.org/10.1002/cpp.291 "
"217";"Oosterbaan, 2001";"cbt";"other ctr";NA;NA;"msd";"ADS-avoidence";"cr";15,1;8,9;24;19,2;8,6;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,9;6,6;24;29;6,5;19;"28";"27";"4";"8";2001;15;"post";"n";"ind";"ind";"12";"Europe";"adul";"37";0,42;"clin";"adul";"High";"Some concerns";"Some concerns";"Some concerns";"Low";"Some concerns";"Oosterbaan_2001_msd_ADS-avoid_post_NA_cr_cbt_otherctr_NA_NA";0,458921709190151;0,311191075356572;NA;"Oosterbaan, D., Balkom, A., Spinhoven, P., Oppen, P., & van Dyck, R. (2001). Cognitive Therapy Versus Moclobemide in Social Phobia: A Controlled Study. Clinical psychology & psychotherapy, 8, 263-273. https://doi.org/10.1002/cpp.291 "
"218";"Oosterbaan, 2001";"cbt";"other ctr";NA;NA;"msd";"FQ-sp";"self-report";16;8,6;24;18,4;7,6;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24;6,2;24;21,3;8,5;19;"28";"27";"4";"8";2001;15;"post";"n";"ind";"ind";"12";"Europe";"adul";"37";0,42;"clin";"adul";"High";"Some concerns";"Some concerns";"Some concerns";"Low";"Some concerns";"Oosterbaan_2001_msd_FQ-sp_post_NA_self-report_cbt_otherctr_NA_NA";0,288137673103064;0,308707263378806;NA;"Oosterbaan, D., Balkom, A., Spinhoven, P., Oppen, P., & van Dyck, R. (2001). Cognitive Therapy Versus Moclobemide in Social Phobia: A Controlled Study. Clinical psychology & psychotherapy, 8, 263-273. https://doi.org/10.1002/cpp.291 "
"219";"Oosterbaan, 2001";"cbt";"other ctr";NA;NA;"msd";"IIS-anx";"self-report";77,5;22,7;24;87,5;23,6;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;95,7;18,4;24;96,6;25,8;19;"28";"27";"4";"8";2001;15;"post";"n";"ind";"ind";"12";"Europe";"adul";"37";0,42;"clin";"adul";"High";"Some concerns";"Some concerns";"Some concerns";"Low";"Some concerns";"Oosterbaan_2001_msd_IIS-anx_post_NA_self-report_cbt_otherctr_NA_NA";0,424943234746072;0,310608199097492;NA;"Oosterbaan, D., Balkom, A., Spinhoven, P., Oppen, P., & van Dyck, R. (2001). Cognitive Therapy Versus Moclobemide in Social Phobia: A Controlled Study. Clinical psychology & psychotherapy, 8, 263-273. https://doi.org/10.1002/cpp.291 "
"220";"Oosterbaan, 2001";"cbt";"other ctr";NA;NA;"msd";"IIS-avoid";"self-report";105,2;17,7;24;99,6;18,1;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94,3;11,6;24;94,2;17,7;19;"28";"27";"4";"8";2001;15;"post";"n";"ind";"ind";"12";"Europe";"adul";"37";0,42;"clin";"adul";"High";"Some concerns";"Some concerns";"Some concerns";"Low";"Some concerns";"Oosterbaan_2001_msd_IIS-avoid_post_NA_self-report_cbt_otherctr_NA_NA";-0,307491251088965;0,308932499785682;NA;"Oosterbaan, D., Balkom, A., Spinhoven, P., Oppen, P., & van Dyck, R. (2001). Cognitive Therapy Versus Moclobemide in Social Phobia: A Controlled Study. Clinical psychology & psychotherapy, 8, 263-273. https://doi.org/10.1002/cpp.291 "
"221";"Oosterbaan, 2001";"cbt";"other ctr";NA;NA;"msd";"LSAS-anx";"cr";27,3;12,6;24;29,6;11,9;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36,8;8;24;37,7;11,6;19;"28";"27";"4";"8";2001;15;"post";"n";"ind";"ind";"12";"Europe";"adul";"37";0,42;"clin";"adul";"High";"Some concerns";"Some concerns";"Some concerns";"Low";"Some concerns";"Oosterbaan_2001_msd_LSAS-anx_post_NA_cr_cbt_otherctr_NA_NA";0,183586265507054;0,30774175192707;NA;"Oosterbaan, D., Balkom, A., Spinhoven, P., Oppen, P., & van Dyck, R. (2001). Cognitive Therapy Versus Moclobemide in Social Phobia: A Controlled Study. Clinical psychology & psychotherapy, 8, 263-273. https://doi.org/10.1002/cpp.291 "
"222";"Oosterbaan, 2001";"cbt";"other ctr";NA;NA;"msd";"LSAS-avoid";"cr";19,9;13,6;24;24,8;13,4;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30,3;8,6;24;31,1;12,1;19;"28";"27";"4";"8";2001;15;"post";"n";"ind";"ind";"12";"Europe";"adul";"37";0,42;"clin";"adul";"High";"Some concerns";"Some concerns";"Some concerns";"Low";"Some concerns";"Oosterbaan_2001_msd_LSASavoid_post_NA_cr_cbt_otherctr_NA_NA";0,355951505527544;0,309559823385189;NA;"Oosterbaan, D., Balkom, A., Spinhoven, P., Oppen, P., & van Dyck, R. (2001). Cognitive Therapy Versus Moclobemide in Social Phobia: A Controlled Study. Clinical psychology & psychotherapy, 8, 263-273. https://doi.org/10.1002/cpp.291 "
"223";"Pishyar, 2008";"cbt";"wlc";NA;NA;"msd";"FNE";"self-report";7,6;2,3;16;26,7;2,9;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,4;4,5;16;25,9;3,01;16;"16";"16";NA;NA;2008;8;"post";"n";"grp";"grp";"8";"Australia";"adul";"30.5";0,4375;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Pishyar_2008_msd_FNE_post_NA_self-report_cbt_wlc_NA_NA";7,11375836559818;0,978335115663414;NA;"Pishyar, R., Harris, L. M., & Menzies, R. G. (2008). Responsiveness of measures of attentional bias to clinical change in social phobia. Cogn Emot, 22, 1209-1227. https://doi.org/10.1080/02699930701686008 "
"224";"Pishyar, 2008";"cbt";"wlc";NA;NA;"msd";"SIAS";"self-report";22,9;8,9;16;53;8,6;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43,1;15,7;16;52,1;10,6;16;"16";"16";NA;NA;2008;8;"post";"n";"grp";"grp";"8";"Australia";"adul";"30.5";0,4375;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Pishyar_2008_msd_SIAS_post_NA_self-report_cbt_wlc_NA_NA";3,3527846930367;0,55663783378857;NA;"Pishyar, R., Harris, L. M., & Menzies, R. G. (2008). Responsiveness of measures of attentional bias to clinical change in social phobia. Cogn Emot, 22, 1209-1227. https://doi.org/10.1080/02699930701686008 "
"225";"Pishyar, 2008";"cbt";"wlc";NA;NA;"msd";"SPS";"self-report";22,3;9,9;16;53,4;12,9;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;46,4;16,8;16;51,3;7,3;16;"16";"16";NA;NA;2008;8;"post";"n";"grp";"grp";"8";"Australia";"adul";"30.5";0,4375;"com";"adul";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Pishyar_2008_msd_SPS_post_NA_self-report_cbt_wlc_NA_NA";2,63656974539236;0,489191134928569;NA;"Pishyar, R., Harris, L. M., & Menzies, R. G. (2008). Responsiveness of measures of attentional bias to clinical change in social phobia. Cogn Emot, 22, 1209-1227. https://doi.org/10.1080/02699930701686008 "
"226";"Price, 2011";"cbt";"wlc";"cbt (in vivo)";NA;"msd";"FNE";"self-report";35,13;6,66;25;42,36;10,16;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43,97;7,64;25;42,88;9,68;25;"40";"29";"15";"4";2011;8;"post";"n";"grp";"grp";"8";"North America";"adul";"39.08";0,61;"com";"adul";"High";"Some concerns";"Low";"High";"Low";"Some concerns";"Price_2011_msd_FNE_post_NA_self-report_cbt_wlc_cbt(invivo)_NA";0,828442286181113;0,29509990015647;NA;"Price, M., & Anderson, P. L. (2011). The impact of cognitive behavioral therapy on post event processing among those with social anxiety disorder. Behav Res Ther, 49(2), 132-137. https://doi.org/10.1016/j.brat.2010.11.006 "
"227";"Price, 2011";"cbt";"wlc";"cbt (VR)";NA;"msd";"FNE";"self-report";37,78;9,31;25;42,36;10,16;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;41,72;10,65;25;42,88;9,68;25;"29";"29";"4";"4";2011;8;"post";"n";"Mixed/oth";"ind+VR";"8";"North America";"adul";"39.08";0,61;"com";"adul";"High";"Some concerns";"Low";"High";"Low";"Some concerns";"Price_2011_msd_FNE_post_NA_self-report_cbt_wlc_cbt(VR)_NA";0,462637179474082;0,286721441590708;NA;"Price, M., & Anderson, P. L. (2011). The impact of cognitive behavioral therapy on post event processing among those with social anxiety disorder. Behav Res Ther, 49(2), 132-137. https://doi.org/10.1016/j.brat.2010.11.006 "
"228";"Rahmani, 2020";"Other psy";"wlc";"dyn (IB-ISTDP)";"wlc";"msd";"LSAS-SR-avoidence";"self-report";21,79;10,1;14;33,54;7,85;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35,36;10,82;14;34,69;9,42;13;"14";"14";"0";"1";2020;10;"post";"n";"ind";"ind";"10";"Asia";"yadul";"23.07";0,537;"com";"stud/oth";"High";"Some concerns";"High";"Some concerns";"Low";"Some concerns";"Rahmani_2020_msd_LSAS-SR-avoidence_post_NA_self-report_dyn_wlc_dyn(IB-ISTDP)_wlc";1,2534897786205;0,42343311019987;NA;"Rahmani, F., Abbass, A., Hemmati, A., Ghaffari, N., & Rezaei Mirghaed, S. (2020). Challenging the role of challenge in intensive short-term dynamic psychotherapy for social anxiety disorder: A randomized controlled trial. J Clin Psychol, 76(12), 2123-2132. https://doi.org/10.1002/jclp.22993 "
"229";"Rahmani, 2020";"Other psy";"wlc";"dyn (ISTDP)";"wlc";"msd";"LSAS-SR-avoidence";"self-report";18,64;9,86;14;33,54;7,85;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34,71;11,86;14;34,69;9,42;13;"14";"14";"0";"1";2020;10;"post";"n";"ind";"ind";"10";"Asia";"yadul";"23.07";0,537;"com";"stud/oth";"High";"Some concerns";"High";"Some concerns";"Low";"Some concerns";"Rahmani_2020_msd_LSAS-SR-avoidence_post_NA_self-report_dyn_wlc_dyn(ISTDP)_wlc";1,614048674501;0,446830573154959;NA;"Rahmani, F., Abbass, A., Hemmati, A., Ghaffari, N., & Rezaei Mirghaed, S. (2020). Challenging the role of challenge in intensive short-term dynamic psychotherapy for social anxiety disorder: A randomized controlled trial. J Clin Psychol, 76(12), 2123-2132. https://doi.org/10.1002/jclp.22993 "
